entity_name,entity_type
Hong Pang Gems & Jewellery Company Limited,Entity
Hong Pang Gems & Jewellery (HK) Co. Limited,Entity
Hong Pang Textile Company Limited,Entity
Hong Pang Mining Company Limited,Entity
Hong Pang Livestock Development Company Limited,Entity
Limited Hong Pang General Trading Company,Entity
Ltd. Hong Pang Electronic Industry Co.,Entity
Ting Shing Tai Jewellery (HK)  Co. Limited,Entity
Maftah Mohamed Elmabruk,Individual
Arkam 'Abbas Al-Kabi,Individual
Harith Sulayman Al-Dari,Individual
Khalifa Muhammad Turki Al-Subaiy,Individual
Adil Muhammad Mahmud Abd Al-Khaliq,Individual
Haji Asad Khan Zarkari Mohammadhasni,Individual
Marcos Arturo Beltran Leyva,Individual
Beltran Leyva Organization,Entity
Hermagoras Gonzalez Polanco,Individual
'Ndrangheta Organization,Entity
Cumhur Yakut,Individual
Revival Of Islamic Heritage Society,Entity
Joza Industrial Company,Entity
Rajah Solaiman Movement (RSM),Entity
Ahmad (AHMED) Santos,Individual
Najmiddin Kamolitdinovich Jalolov,Individual
Suhayl Fatilloevich Buranov,Individual
Al-Haramain Islamic Foundation,Entity
Ramak,Entity
'Abd Al-Rahman Muhammad Jaffar 'Ali,Individual
Hilal Travel Agency,Entity
Biblos Travel Agency,Entity
Fawzi Mustafa Kan'An,Individual
Angelo Ramirez Trinidad,Individual
Pio Abogne De Vera,Individual
Redendo Cain Dellosa,Individual
Feliciano Semborio Delos Reyes,Individual
Ricardo Perez Ayeras,Individual
Ruben Pestano Lavilla,Individual
Dinno Amor Rosalejos Pareja,Individual
Salah Gasmi,Individual
Mohsen Hojati,Individual
Shahid Sattari Industries,Entity
Yahya Rahim Safavi,Individual
Mohsen Fakhrizadeh-Mahabadi,Individual
Ammunition And Metallurgy Industries Group,Entity
7Th Of Tir,Entity
Parchin Chemical Industries,Entity
Syriatel,Entity
Ghazi Nasr Al Din,Individual
Mehrdada Akhlaghi Ketabachi,Individual
Muhammad Farooq,Individual
Yahia Djouadi,Individual
Abid Hammadou,Individual
Distribuidora De Hermosillo Gaxiola Hermanos S.A. De C.V.,Entity
Minera Rio Presidio S.A. De C.V.,Entity
Minera La Castellana Y Anexas S.A. De C.V.,Entity
Molduras Del Noroeste S.A. De C.V.,Entity
Inmobiliaria Gaxiola Hermanos S.A. De C.V.,Entity
Distribuidora Gran Auto S.A. De C.V.,Entity
Temple Del Pitic S.A. De C.V.,Entity
Copa De Plata S.A. De C.V.,Entity
Compania Minera Del Rio Cianury S.A. De C.V.,Entity
Grupo Industrial Gaxiola Hermanos S.A. De C.V.,Entity
Agricola Gaxiola S.A. De C.V.,Entity
Joseph Kony,Individual
Ahmad Hassan Kaka Al-Ubaydi,Individual
Raw'A Al-Usta,Individual
Al-Ra'Y Satellite Television Channel,Entity
Suraqiya For Media And Broadcasting,Entity
Armament Industries Group,Entity
Inmuebles Sierra Vista S.A. De C.V.,Entity
Fletes Y Transportes Gaxgar S.A. De C.V.,Entity
Bioesport S.A. De C.V.,Entity
Rigoberto Gaxiola Garcia,Individual
Safety Equipment Procurement Company,Entity
Jose Raul Vega Sanchez,Individual
Juan Luis Guzman Enriquez,Individual
Sandra Lucero De Martinez,Individual
Ahmed Deghdegh,Individual
Juan Francisco Quintero Arce,Individual
Maria Del Rosario Garcia Duran,Individual
Carlos Alberto Gaxiola Garcia,Individual
Maria Elena Gaxiola Garcia,Individual
Roque Duarte Munoz,Individual
Jose Manuel Fitch Tovar,Individual
Ana Cristina Arce Borboa,Individual
Pablo Antonio Fitch Parente,Individual
Jose Elmer Fitch Parente,Individual
Armando Aguirre Cardona,Individual
Peter Griffin,Individual
Selim Alguadis,Individual
Ali Ahmad Kaddoura,Individual
Mario Alberto Henao Jaramillo,Individual
Ali Mohamad Abdul Rahim,Individual
Imad Abdul Rahim Alvarado,Individual
Abdul Naser Dib El Malt,Individual
Cecilia Madrid Franco,Individual
Ramon Alberto Canas Pulido,Individual
Carlos Enrique Gonzalez Hoyos,Individual
Fernando Varela Bustos,Individual
Chekri Mahmoud Harb,Individual
Jairo De Jesus Velez Trujillo,Individual
Ruth Cecilia Velasquez Rodriguez,Individual
Robinson Duvan Acosta Serna,Individual
Oscar Alonso Acosta Serna,Individual
Jorge Enrique Rincon Ordonez,Individual
Francisco Antonio Florez Upegui,Individual
Variedades Harb Sport,Entity
Hong Kong Electronics,Entity
Almacen Futuro No. 1,Entity
Namchongang Trading Corporation,Entity
Ezequiel Cardenas Guillen,Individual
Kassim Tajideen,Individual
Abd-Al-Munim Al-Qubaysi,Individual
Revolutionary Struggle,Entity
Imam Bheel,Individual
Walid Makled Garcia,Individual
Daniel Rendon Herrera,Individual
Haji Juma Khan Organization,Entity
Miguel Trevino Morales,Individual
Heriberto Lazcano Lazcano,Individual
Jorge Eduardo Costilla Sanchez,Individual
Comercial Jinan S.A.,Entity
Canales Venecia Ltda.,Entity
Florez Hermanos Ltda.,Entity
Petrochemical Commercial Company International,Entity
P.C.C. (SINGAPORE) Private Limited,Entity
Petrochemical Commercial Company Fze,Entity
Petrochemical Commercial Company (U.K.) Limited,Entity
Iran Foreign Investment Company,Entity
Ific Holding Ag,Entity
Ihag Trading Gmbh,Entity
National Iranian Oil Company Pte Ltd,Entity
Iran Insurance Company,Entity
Bimeh Iran Insurance Company (U.K.) Limited,Entity
Petropars Ltd.,Entity
Petropars International Fze,Entity
Petropars Uk Limited,Entity
Kala Limited,Entity
Kala Pension Trust Limited,Entity
Iranian Oil Company (U.K.) Limited,Entity
Nioc International Affairs (LONDON) Limited,Entity
Intra Chem Trading Gmbh,Entity
Npc International,Entity
Iran Petrochemical Commercial Company,Entity
National Petrochemical Company,Entity
Llc La Hacienda (USA),Entity
Llc (USA) Running Brook,Entity
General Bureau Of Atomic Energy,Entity
Korea Tangun Trading Corporation,Entity
Murat Karayilan,Individual
Ali Riza Altun,Individual
Zubayir Aydar,Individual
Muthanna Harith Al-Dari,Individual
Iranian Mines And Mining Industries Development And Renovation Organization,Entity
Ascotec Japan K.K.,Entity
Metal & Mineral Trade S.A.R.L.,Entity
Irasco S.R.L.,Entity
Mines And Metals Engineering Gmbh,Entity
Ascotec Steel Trading Gmbh,Entity
Ascotec Mineral & Machinery Gmbh,Entity
Ascotec Science & Technology Gmbh,Entity
Breyeller Stahl Technology Gmbh & Co. Kg,Entity
Ascotec Holding Gmbh,Entity
Sa'Ad Uwayyid 'Ubayd Mu'Jil Al-Shammari,Individual
Ases De Competencia Y Cia. S.A.,Entity
Constructora Guadalest S.A.,Entity
La Crosse Group Inc,Entity
Aero Courier Cargo S.A.,Entity
Empresa De Transportes Chulucanas 2000 S.A.,Entity
Peruvian Precious Metals S.A.C.,Entity
Servicios Silsa S.A.C.,Entity
Urantia Services S.A.,Entity
Editora Transparencia S.A.,Entity
Oriente Contratistas Generales S.A.,Entity
Peru Total Market E.I.R.L.,Entity
Lucero Import S.A.C.,Entity
Representaciones Oriente S.R.L.,Entity
Oriente Tours S.R.L.,Entity
Corporacion De Inversiones Empresariales S.A.,Entity
Continente Movil Y Servicios S.R.L.,Entity
Taller De Reparaciones De Aerodinos Sus Partes Y Servicios Aereos S.A.,Entity
Transportes Aereos Unidos Selva Amazonica S.A.,Entity
Peru Global Tours S.A.C.,Entity
Blissey Panama Inc.,Entity
Inc. Bellosom Enterprise,Entity
Sara Maria Gonzales Garbancho De Zevallos,Individual
Kursad Zafer Cire,Individual
Gotthard Lerch,Individual
Daniel Geiges,Individual
Gerhard Wisser,Individual
Arif Qasmani,Individual
Nasir Javaid,Individual
Mohammed Yahya Mujahid,Individual
Mustafa Hamid,Individual
Asociacion Civil Los Promotores Aeronauticos,Entity
Sa'Ad Bin Laden,Individual
Ali Saleh Husain,Individual
Sylvestre Mudacumura,Individual
Callixte Mbarushimana,Individual
Pacifique Ntawunguka,Individual
Leopold Mujyambere,Individual
Stanislas Nzeyimana,Individual
Jose Manuel Mejia Regalado,Individual
Jorge Portilla Barraza,Individual
Muhammad Rab'A Al-Sayid Al-Bahtiyti,Individual
Paul Nicholas Griffin,Individual
Vuela Peru S.A.C.,Entity
Lasa Peru S.A.C.,Entity
Martha Marina Munera Velasquez,Individual
Nora Mejia Arteaga,Individual
Jorge Alberto Hernandez Mejia,Individual
Gloria Amparo Duran Porras,Individual
Pedro Antonio Bermudez Suaza,Individual
Consultoria En Cambios Falcon S.A. De C.V.,Entity
Hierros De Jerusalem S.A.,Entity
Taxi Aereo Antioqueno S.A.,Entity
Llanotour Ltda.,Entity
Agroganadera Los Santos S.A.,Entity
Agroespinal S.A.,Entity
Aeronautica Condor S.A. De C.V.,Entity
S.A. Aeronautica Condor De Panama,Entity
S.A. Grupo Falcon De Panama,Entity
Grupo Falcon S.A.,Entity
Grupo Guadalest S.A. De C.V.,Entity
Franzul S.A.,Entity
Julio Cesar Jassan Estuardo Sanchez Martell,Individual
Maria Marcela Del Pilar Perez Montero,Individual
Doris Patricia Sanchez Rivera,Individual
Maria Del Carmen Suaza Barco,Individual
Empresa Editora Continente Press S.A.,Entity
Los Zetas,Entity
La Familia Michoacana,Entity
Sinaloa Cartel,Entity
Khorasan Metallurgy Industries,Entity
Kaveh Cutting Tools Company,Entity
Amin Industrial Complex,Entity
Yazd Metallurgy Industries,Entity
Aero Continente E.I.R.L.,Entity
Shahid Sayyade Shirazi Industries,Entity
Fangwei Li,Individual
Mohammad Masood Azhar Alvi,Individual
Azam Cheema,Individual
Abu Mahdi Al-Muhandis,Individual
Kata'Ib Hizballah,Entity
Carlos Antonio Lopez Ospina,Individual
Omar Alfredo Jacome Del Valle,Individual
Natalia Andrea Vasquez Valencia,Individual
Niru Battery Manufacturing Company,Entity
Elvis Angus Logan Morey,Individual
Jhon Paul Castro Paez,Individual
Fredy De Jesus Alvarez Del Rio,Individual
Azza Air Transport Company Ltd.,Entity
Farayand Technique,Entity
Hasan Hashim Khalaf Al-Dulaymi,Individual
Ahmed Watban Ibrahim Hasan Al-Tikriti,Individual
Ahmad Muhammad Yunis Al-Ahmad,Individual
Sa'Ad Muhammad Yunis Al-Ahmad,Individual
Hatem Hamdan Al-Azawi,Individual
Thabet Al-Duri,Individual
Fawzi Mutlaq Al-Rawi,Individual
Victor Emilio Cazarez Salazar,Individual
Jorge Mario Paredes Cordova,Individual
Shahbaz Khan,Individual
Haji Azizullah Alizai,Individual
Frederik Heinz Barth,Individual
Gulf Cartel,Entity
Fajr Industries Group,Entity
Mizan Machine Manufacturing Group,Entity
Bank Saderat Iran,Entity
Nueva Industria De Ganaderos De Culiacan S.A. De C.V.,Entity
Jamaro Constructores S.A. De C.V.,Entity
Establo Puerto Rico S.A. De C.V.,Entity
Straton Musoni,Individual
Nur Al-Din Al-Dibiski,Individual
Sa'Id Yusif Ali Abu Azizah,Individual
'Ali Sulayman Mas'Ud 'Abd Al-Sayyid,Individual
Javier Torres Felix,Individual
Carmen Amelia Araujo Laveaga,Individual
Jesus Alfonso Lopez Diaz,Individual
Modesta Zambada Niebla,Individual
Monica Del Rosario Zambada Niebla,Individual
Midiam Patricia Zambada Niebla,Individual
Maria Teresa Zambada Niebla,Individual
Rosario Niebla Cordoza,Individual
Rosario Niebla Cardoza A. En P.,Entity
Estancia Infantil Nino Feliz S.C.,Entity
Santos Bueno Garcia,Individual
Mohammed Al Ghabra,Individual
Cargo Freight International,Entity
Compagnie Aerienne Des Grands Lacs,Entity
Jihad Al-Bina,Entity
Galeria Page,Entity
Dimitri Igorevich Popov,Individual
Khawa Panga Mandro,Individual
Douglas Mpano,Individual
Laurent Nkunda,Individual
Ignace Murwanashyaka,Individual
Great Lakes Business Company,Entity
Hatim Ahmad Barakat,Individual
Sobhi Mahmoud Fayad,Individual
Saleh Mahmoud Fayad,Individual
Casa Hamze,Entity
Muhammad Yusif Abdallah,Individual
Farouk Omairi,Individual
Mohamad Tarabain Chamas,Individual
Mohammad Fayez Barakat,Individual
Ali Muhammad Kazan,Individual
Hamzi Ahmad Barakat,Individual
Islamic Revolutionary Guard Corps,Entity
Khalil Ibrahim Mohamed Achar Foudail Taha,Individual
Higher Institute Of Applied Science And Technology,Entity
Constructora America S.A.,Entity
Inversiones Y Representaciones S.A.,Entity
Awad Ibn Auf,Individual
Electronics Institute,Entity
National Standards And Calibration Laboratory,Entity
Farhad Ahmed Dockrat,Individual
Junaid Ismail Dockrat,Individual
Sniper Africa,Entity
Petr Petrovich Miklashevich,Individual
Yury Nikolaevich Podobed,Individual
Oleg Leonidovich Slizhevsky,Individual
Kalaye Electric Company,Entity
Aleksandr Mikhailovich Radkov,Individual
Yury Sivakov,Individual
Butembo Airlines,Entity
Congocom Trading House,Entity
Machanga Ltd.,Entity
Uganda Commercial Impex,Entity
Dieudonne Ozia Mazio,Individual
Defense Industries Organization,Entity
Ahmad Muhammed Harun,Individual
Vladimir Vasilyevich Rusakevich,Individual
Miguel Santanilla Botache,Individual
Al-Salah Society,Entity
Roberto Perez Verduzco,Individual
Mireya Denisse Beltran Romero,Individual
Hector Manuel Beltran Sanchez,Individual
Blanca Armida Aguirre Sanchez,Individual
Claudia Aguirre Sanchez,Individual
Marco Antonio Olivas Ojeda,Individual
Aleyda Ruiz Zavala,Individual
Epifanio Zazueta Urrea,Individual
Juan Carlos Olivas Ojeda,Individual
Jesus Joaquin Olivas Ojeda,Individual
S.A. De C.V. Sistema De Radio De Sinaloa,Entity
S.A. De C.V. Toys Factory,Entity
S.A. De C.V. Consorcio Inmobiliario Del Valle De Culiacan,Entity
S.A. De C.V. Patraca,Entity
Jorge Normando Patraca Ponce,Individual
Lizbeth Meza Cazares,Individual
Gipsy Meza Cazares,Individual
Arturo Meza Cazares,Individual
Al Amlood Trading Llc,Entity
A A Trading Fzco,Entity
Bels Flowers Import Export Bvba,Entity
Offenbach Haushaltwaren B.V.,Entity
Khan & Schirindel Gmbh,Entity
Saf Tech S.L.,Entity
Dubai Trading Company,Entity
Zulekha General Trading Llc,Entity
S.A. De C.V. Sepriv,Entity
Shahbaz Tv Center,Entity
Sher Match Industries (PVT.) Limited,Entity
Shahbaz Khan General Trading Llc,Entity
Naser Maleki,Individual
Abdelmalek Droukdel,Individual
Blanca Margarita Cazares Salazar,Individual
Arturo Meza Gaspar,Individual
Shahnawaz Traders,Entity
Fmf General Trading Llc,Entity
S.A. De C.V. Operadora Integral De Comercio,Entity
Rami Makhluf,Individual
Badran Turki Hishan Al Mazidih,Individual
Ghazy Fezza Hishan Al Mazidih,Individual
Akram Turki Hishan Al Mazidih,Individual
Saddah Jaylut Al-Marsumi,Individual
Harakat Ul-Jihad-I-Islami/Bangladesh,Entity
Sirajuddin Haqqani Jalaluddin Khwasa Muhammad,Individual
Polotsk Steklovolokno Oao,Entity
Lakokraska Oao,Entity
Al-Shabaab,Entity
Belarusian Oil Trade House,Entity
Mahmoud Mohammad Ahmed Bahaziq,Individual
Haji Muhammad Ashraf,Individual
Zaki-Ur-Rehman Lakhvi,Individual
Muhammad Saeed,Individual
S.A. De C.V. Multiservicios Agsa,Entity
S.A. De C.V. Mexglobo,Entity
S.A. De C.V. Agbas Consultores,Entity
S. De R.L. De C.V. Cocina De Tijuana,Entity
S. De R.L. De C.V. Hacienda Cien Anos De Tijuana,Entity
S.A. De C.V. Sin-Mex Importadora,Entity
S.A. De C.V. Comercial Joana,Entity
S.A. De C.V. Comercializadora Brimar'S,Entity
S.A. De C.V. Tecnologia Digital Y Servicios,Entity
S.A. De C.V. Comercializadora Toquin,Entity
S.A. De C.V Comercial Domely,Entity
Isma'Il Hafiz Al Lami,Individual
Mish'An Rakin Thamin Al-Jaburi,Individual
Al-Zawra Television Station,Entity
Ahmed Foruzandeh,Individual
Teyrebazen Azadiya Kurdistan,Entity
S.A. De C.V. Comercializadora Jalsin,Entity
Naftiran Trading Services Co. (NTS) Limited,Entity
Amir Azam,Individual
Waseem Rauf Loan,Individual
Fatah Al-Islam,Entity
Islamic Revolutionary Guard Corps (IRGC)-Qods Force,Entity
Francisco Javier Zuluaga Lindo,Individual
Ramiro Vanoy Murillo,Individual
Ahmad Harb Al-Kurd,Individual
Martyrs Foundation,Entity
Martyrs Foundation In Lebanon,Entity
Palestinian Martyrs Foundation,Entity
Inc. Goodwill Charitable Organization,Entity
Qasim Aliq,Individual
Ahmad Al-Shami,Individual
Al-Qard Al-Hassan Association,Entity
Sociedad Superdeportes Ltda.,Entity
Ahmad Abdulla Mohammad Abdulla Behzad,Individual
Muhammad 'Abdallah Salih Sughayr,Individual
Assaad Halim Hardan,Individual
Wi'Am Wahhab,Individual
Hafiz Makhluf,Individual
Muhammad Nasif Khayrbik,Individual
Belneftekhim,Entity
Inc. Belneftekhim Usa,Entity
Bahmanyar Morteza Bahmanyar,Individual
Ahmad Vahid Dastjerdi,Individual
Reza-Gholi Esmaeli,Individual
Abdul Majeed Noor Muhammad,Individual
Sherbaz Khan,Individual
Ceylan Duzcan,Individual
Simon Schneider,Individual
Tom Michielsen,Individual
Mohammad Nadeem Ghani,Individual
Abdul Rahim Al-Talhi,Individual
Morteza Rezaie,Individual
Ali Akbar Ahmadian,Individual
Qasem Soleimani,Individual
Mohammad Hejazi,Individual
Abu Mustafa Al-Sheibani,Individual
Tamils Rehabilitation Organisation,Entity
Khatam Ol Anbia Gharargah Sazandegi Nooh,Entity
Fahd Muhammad 'Abd Al-'Aziz Al-Khashiban,Individual
Oriental Oil Kish,Entity
Sepasad Engineering Company,Entity
Ghorb Nooh,Entity
Omran Sahel,Entity
Sahel Consultant Engineers,Entity
Hara Company,Entity
Gharargahe Sazandegi Ghaem,Entity
Ghorb Karbala,Entity
Petroiran Development Company (PEDCO) Limited,Entity
Industrial Development And Renovation Organization Of Iran,Entity
Bank Of East Land,Entity
Ali Mamluk,Individual
Maher Al-Assad,Individual
Syrian General Intelligence Directorate,Entity
Basij Resistance Force,Entity
Army Of Islam,Entity
Bashar Al-Assad,Individual
Farouk Al-Shara,Individual
Adel Safar,Individual
Ali Habib Mahmoud,Individual
Mohammad Ibrahim Al-Shaar,Individual
Syrian Air Force Intelligence,Entity
Syrian National Security Bureau,Entity
Cham Holding,Entity
Bena Properties,Entity
Ali Al-Mahmoudi Al Baghdadi,Individual
Al Mashreq Investment Fund,Entity
Tohami Khaled,Individual
Waatasemu Charity Association,Entity
Ayesha Qadhafi,Individual
Haji Lal Jan Ishaqzai,Individual
Kamchybek Asanbekovich Kolbayev,Individual
Safia Farkash,Individual
Hannibal Gaddafi,Individual
Muhammad Gaddafi,Individual
Saadi Gaddafi,Individual
Saif Al-Arab Gaddafi,Individual
Abu Zaid Dorda,Individual
Matuq Mohammed Matuq,Individual
Abu Bakr Yunis Jabir,Individual
Abdullah Al-Senussi,Individual
Miguel De Garikoitz Aspiazu Rubina,Individual
Jose Ignacio Reta De Frutos,Individual
Ibrahim Hassan Tali Al-Asiri,Individual
Abdulhafid Zlitni,Individual
Gaddafi International Charity And Development Foundation,Entity
Bachir Saleh,Individual
Abdul Fatah Qudsiyah,Individual
Mohammed Dib Zaitoun,Individual
Mohsen Chizari,Individual
Jamil Hassan,Individual
Political Security Directorate,Entity
Yakuza,Entity
Camorra,Entity
Omar Hammami,Individual
Hassan Mahat Omar,Individual
'Ali Hasan 'Ali Al-'Ajmi,Individual
Salim Hasan Khalifah Rashid Al-Kuwari,Individual
Abdallah Ghanim Mahfuz Muslim Khawar,Individual
Ezedin Abdel Aziz Khalil,Individual
Umid Muhammadi,Individual
Atiyah Abd Al-Rahman,Individual
Muhammad Hamsho,Individual
Hamsho International Group,Entity
Commercial Bank Of Syria,Entity
Syrian Lebanese Commercial Bank,Entity
Naftan Oao,Entity
Tidewater Middle East Co.,Entity
Mehr-E Eqtesad-E Iranian Investment Company,Entity
Mohammad Aman Akhund,Individual
Fazl Rabi,Individual
Manuel Torres Felix,Individual
Gonzalo Inzunza Inzunza,Individual
Naima Mohamed Nyakiniywa,Individual
John Harun Mwau,Individual
Javier Antonio Calle Serna,Individual
Caucasus Emirate,Entity
Ismail Ahmadi Moghadam,Individual
Law Enforcement Forces Of The Islamic Republic Of Iran,Entity
Mutassim Gaddafi,Individual
Daniel Belloso Rodriguez,Individual
Mayra Galaviz Martin,Individual
Alfredo Vasquez Hernandez,Individual
Othman Al-Ghamdi,Individual
Gholamreza Baghbani,Individual
Behnam Shahriyari Trading Company,Entity
Ahmad Zia Agha,Individual
Ahmed Jan Wazir,Individual
Miguel Angel Belloso Rodriguez,Individual
Saif Al-Islam Qadhafi,Individual
Khamis Qadhafi,Individual
Muammar Qadhafi,Individual
Liner Transport Kish,Entity
Mehr Bank,Entity
Los Gueros,Entity
Luis Rodriguez Olivera,Individual
Esteban Rodriguez Olivera,Individual
Daniel Rodriguez Olivera,Individual
